ABCA5	[ 2.85790139  3.15520187  3.04086474]	[ 2.85648494  3.37712308  3.07009484]
ABCA6	[ 3.20789285  2.82781902  3.21723072]	[ 2.7548875   3.22958792  2.95046841]
ABCA7	[ 6.40446038  7.3424303   6.48462153]	[ 6.13298804  7.97275008  6.72519582]
ABCA8	[ 3.4389103   4.83148015  3.68836587]	[ 3.34667686  5.35741804  3.96810547]
ABCA9	[ 2.98370001  2.9406499   2.885515  ]	[ 3.06423617  3.06458453  3.10317841]
ABCB1	[ 3.19141489  6.8066318   3.67932121]	[ 3.57253454  6.21679076  3.50897876]
ABCB10	[ 10.05833003   9.78907713  10.09559482]	[  9.25365842  10.59517355  10.56577803]
ABCB11	[ 3.76485192  3.98057868  3.79388951]	[ 3.36230263  4.2514676   3.71089104]
ABCB4	[ 5.57431455  5.17061446  3.36934339]	[ 6.2479988   5.80246642  3.54557857]
ABCB5	[ 3.54796469  3.46378019  3.53671787]	[ 3.45147002  3.51179766  3.45596683]
ABCB6	[ 4.70544613  5.8257361   5.79013857]	[ 5.0020735   5.72848304  6.27605042]
ABCB7	[ 8.65485081  8.93005722  9.0586953 ]	[ 9.40594983  9.52972336  9.77198459]
ABCB8	[ 5.34646987  5.76765869  5.56665846]	[ 5.57772518  5.57543467  5.48356838]
ABCB9	[ 5.62142761  5.27794993  5.7852865 ]	[ 5.46599723  4.96169606  5.42157007]
ABCC1	[ 8.89831813  9.2872839   8.73829074]	[ 9.67845116  8.89156108  8.4757532 ]
ABCC10	[ 6.77261979  7.56465411  7.27353063]	[ 6.7572977   7.37388307  7.58099846]
ABCC11	[ 3.97846974  3.85859281  3.79575594]	[ 3.69331409  3.79190845  3.77385755]
ABCC12	[ 3.11210505  3.11625364  3.49836384]	[ 3.35825542  3.32757858  3.12366946]
ABCC13	[ 3.20010336  3.46167958  3.45285047]	[ 3.11757749  3.40946687  3.16532125]
ABCC2	[ 3.96624587  3.66789213  4.09845325]	[ 3.69932953  3.81147103  3.50842865]
ABCC3	[ 5.0840921   5.87362125  5.68857011]	[ 5.11440254  5.85760472  5.70820384]
ABCC4	[  7.4031816   10.14364327   9.58346116]	[  6.13975162  10.31171935  10.33059513]
ABCC5	[ 5.9372213   6.69513079  6.96927745]	[ 6.51882819  7.07909993  7.53809007]
ABCC6	[ 6.165856    5.40928161  4.65478092]	[ 6.73589066  5.31609201  4.53322522]
ABCC6P1	[ 4.08236197  3.12267272  3.26002566]	[ 4.58014548  3.44228004  3.24031433]
ABCC8	[ 4.47158047  4.17874169  4.33966791]	[ 4.6158794   4.37533122  4.23744513]
ABCC9	[ 3.37496407  3.44953373  3.36089007]	[ 3.24549624  3.31451872  3.32501207]
ABCD1	[ 5.85828785  6.09251395  6.22717111]	[ 5.8957434  5.6426118  5.85341  ]
ABCD2	[ 2.50080205  2.49313492  2.52606881]	[ 2.67129337  2.60169652  2.71589337]
ABCD3	[ 7.73206863  9.06252158  9.25185576]	[ 7.06390426  9.12747853  8.96388497]
ABCD4	[ 5.86407703  6.01783202  6.08177905]	[ 6.38645354  6.22181687  6.4312776 ]
ABCE1	[ 10.58536866  10.8981099   10.16545831]	[  9.30528402  10.41274685   9.63147085]
ABCF1	[  9.97194584  10.46316672  10.3148551 ]	[ 9.18373462  9.93005722  9.69197029]
ABCF2	[ 7.60600462  7.18466387  7.14258101]	[ 6.90945314  6.77333738  6.85461549]
ABCF3	[ 7.45770919  7.17472599  7.74402651]	[ 7.2704355   7.11249164  7.46033302]
ABCG1	[ 4.59070809  5.53786569  5.07216144]	[ 5.82371844  5.68914202  5.62471999]
ABCG2	[ 4.48091135  5.94087148  7.80290405]	[ 3.64846544  5.99751823  8.82499055]
ABCG4	[ 4.31686981  4.29719142  4.4429435 ]	[ 4.31903982  4.35895883  4.22804905]
ABCG5	[ 3.05311134  3.11436702  3.00180224]	[ 3.25096157  3.15055968  3.11436702]
ABCG8	[ 4.38887834  4.23572706  4.24868663]	[ 4.22265002  4.38059093  4.27426166]
ABHD1	[ 4.48666593  4.67783977  4.51054062]	[ 4.56908286  4.57935905  4.58863713]
ABHD10	[ 8.88543505  8.88572587  8.91879737]	[ 8.70113662  9.00397093  9.00806957]
ABHD11	[ 5.78966028  5.83292036  6.85789332]	[ 5.41721995  5.39222619  6.48777274]
ABHD12	[ 7.89663591  6.68887283  7.23992549]	[ 7.41544064  6.24736678  6.91562953]
ABHD12B	[ 2.62255766  2.73023368  2.7242275 ]	[ 2.73120615  2.68030856  2.66095142]
ABHD13	[ 6.40691849  5.87664879  6.18281606]	[ 5.93142133  5.65249037  5.72575599]
ABHD14A	[ 8.19515071  8.0768156   8.16576123]	[ 8.11186596  7.7415344   8.30565139]
ABHD14B	[ 8.58830238  9.43517018  9.45242659]	[ 9.49866973  8.85458792  9.72413864]
ABHD15	[ 6.94051916  4.53106949  5.7829327 ]	[ 6.62687714  4.64846544  6.00966069]
ABHD16A	[ 6.67110448  6.76316248  6.21016975]	[ 7.01731933  6.49794009  5.98582297]
ABHD16B	[ 4.12350066  4.20084957  4.33771109]	[ 4.23725777  4.30815698  4.0259147 ]
ABHD17A	[  9.68230993  10.73875095   9.77819215]	[ 10.32501306  10.12233623   9.40040984]
ABHD17B	[ 7.24262566  6.79679859  6.57962443]	[ 7.64557742  6.70629651  6.60483113]
ABHD17C	[ 4.66562016  6.85062443  8.170526  ]	[ 4.19140473  5.80967168  7.21897486]
ABHD2	[ 8.03063721  8.97587843  8.94223501]	[ 8.55249355  8.84916882  8.85150561]
ABHD3	[ 8.58878958  7.16037569  8.15415989]	[ 7.78613891  7.02624677  7.32840566]
ABHD4	[ 6.77294609  6.91341028  5.43358125]	[ 8.5464253   6.93634082  6.33351439]
ABHD5	[ 5.37142993  6.34671502  5.52223146]	[ 4.85090029  7.14051575  5.97509588]
ABHD6	[ 3.82685287  5.23163185  6.30008461]	[ 3.78884581  4.73609466  6.04051347]
ABHD8	[ 5.04701482  6.39042694  5.7676548 ]	[ 5.31578357  6.44211412  6.08512718]
ABI1	[ 7.11199559  7.14695693  6.84155206]	[ 7.46726025  7.27708673  7.0603619 ]
ABI2	[ 7.79464315  7.20873125  7.81475672]	[ 8.0234791   7.24255871  7.66145205]
ABI3	[ 6.58059776  6.25152975  6.38543104]	[ 6.39231742  6.36841916  6.20535341]
ABI3BP	[ 3.67941491  3.82530125  3.06208388]	[ 3.58291032  4.50906699  3.08161273]
ABL1	[ 9.98909642  9.13165121  9.20151134]	[ 10.77893132   8.80128802   8.60651626]
ABL2	[ 7.39044335  6.81856245  6.79786512]	[ 7.27602013  6.91195295  6.74302284]
ABLIM1	[ 4.91460171  7.06187811  7.40453106]	[ 4.68060235  6.94149725  7.4984586 ]
ABLIM2	[ 4.76631737  4.85770845  4.942303  ]	[ 4.74844576  4.86646887  4.88523217]
ABLIM3	[ 4.94204526  4.85199884  4.49952702]	[ 4.56924803  4.60940039  4.66334462]
ABO	[ 4.60934416  5.19515148  4.86759816]	[ 4.88500335  5.14115771  4.7828356 ]
ABR	[ 6.87757035  6.0364628   5.62854645]	[ 7.00046044  5.61166291  5.69012457]
ABRA	[ 3.04644198  3.03979999  2.96592425]	[ 3.16725017  2.936882    2.87278809]
ABRACL	[ 11.89964015  10.52719352   9.79407465]	[ 11.61812392   9.88051718   9.55842071]
ABT1	[ 8.89202666  8.57508538  8.69960715]	[ 8.47008941  8.4594726   8.66430505]
ABTB1	[ 4.93086328  5.50636025  5.26833743]	[ 5.56115692  5.67505641  5.41909525]
ABTB2	[ 4.60627677  4.63881852  4.95415773]	[ 4.60086336  5.02570855  4.72741387]
ACAA1	[ 8.16703842  8.04777724  7.86073134]	[ 8.65739316  8.23393542  8.34960835]
ACAA2	[ 7.92006379  7.43298761  8.01451065]	[ 8.25547579  7.59950881  8.23696062]
ACACA	[ 8.21213303  7.15371836  7.98353217]	[ 7.29756424  6.84963529  7.80104021]
ACACB	[ 5.04201196  6.52955157  5.73722972]	[ 4.87304004  7.13711116  6.31192271]
ACAD10	[ 5.16755185  4.97733862  5.1489407 ]	[ 5.40580186  5.23668643  5.28874576]
ACAD8	[ 7.8790318   8.54500306  7.70742816]	[ 8.41062095  8.38896442  7.85480606]
ACAD9	[ 6.51735884  6.01126708  6.79586508]	[ 6.48525541  5.82800851  6.54173159]
ACADL	[ 3.19181759  3.05438767  3.23201553]	[ 2.94581288  3.43488945  3.00811332]
ACADM	[ 10.64607263  10.4591037    9.98092499]	[ 10.7336255   10.18397028  10.16974966]
ACADS	[ 6.65176927  6.16208916  5.9349882 ]	[ 7.64226835  6.50366675  6.21800615]
ACADSB	[ 6.35735063  5.55979047  6.47154414]	[ 6.35800701  6.01599362  6.58917613]
ACADVL	[  8.60788509  10.39821995   8.75975506]	[  9.37695017  10.21629722   8.97432854]
ACAN	[ 5.30977513  5.23289846  5.37971662]	[ 5.18363826  5.2908828   5.39014496]
ACAP1	[ 5.89927064  6.70815357  4.99771045]	[ 6.46738955  6.37517133  4.97208487]
ACAP2	[ 6.25557742  6.2636764   6.5881655 ]	[ 6.11705963  6.95295162  6.70284663]
ACAP3	[ 6.5144074   5.84792907  6.03159695]	[ 6.23001105  5.67489623  5.6669448 ]
ACAT1	[ 6.50323146  6.26102708  5.80824109]	[ 6.17917011  6.32030485  5.8301236 ]
ACAT2	[ 10.3819971    9.15025502   9.68832026]	[ 9.8724902   8.56430195  9.33019983]
ACBD3	[ 8.93440233  8.70181002  8.4945527 ]	[ 8.71020854  8.88841061  8.55651673]
ACBD4	[ 6.72451385  6.86666075  6.80619515]	[ 7.33869182  7.07670873  7.18547015]
ACBD5	[ 7.87312335  7.27574121  7.26710814]	[ 7.97302519  7.60973753  7.52516152]
ACBD6	[ 9.7006998   9.36791704  9.53898428]	[ 9.38775887  9.11795472  9.30282168]
ACCS	[ 5.4459253   7.29645741  7.10852446]	[ 6.23093309  7.84165869  7.79701298]
ACD	[ 8.90665013  8.70141044  9.46868513]	[ 8.32368531  8.18685707  8.89493899]
ACE	[ 4.59715928  4.25722764  4.31655665]	[ 5.6281425   4.20832488  4.39999435]
ACE2	[ 3.08214777  3.49512347  3.50835958]	[ 3.21021088  3.45519844  3.29660068]
ACER1	[ 4.07809742  4.07382023  4.24944534]	[ 3.67355642  4.0721058   3.98641094]
ACER3	[ 7.41693763  7.73735024  6.7638296 ]	[ 6.75000571  7.24676861  7.21190655]
ACHE	[ 4.7252417   4.75613965  4.68107723]	[ 4.5978189   4.7735112   4.73027089]
ACIN1	[ 8.34131867  8.15724587  7.79889296]	[ 8.84118692  7.83244701  7.69856577]
ACKR1	[ 5.23687525  8.64634269  5.22458057]	[ 4.15785217  7.89820835  5.44194819]
ACKR2	[ 3.83788265  4.1725346   4.07223227]	[ 3.83837665  4.20036726  4.06595475]
ACKR3	[ 3.44115021  3.38552779  3.29342738]	[ 3.41580203  3.30253525  3.14823417]
ACKR4	[ 2.91073266  2.83187724  2.87578006]	[ 3.60288441  2.95233357  3.17791779]
ACLY	[  9.98509975  10.15250711  10.29987983]	[  9.63732488   9.6965239   10.04555795]
ACMSD	[ 3.47897181  2.89530262  3.1953476 ]	[ 3.08746284  3.00898878  3.19219417]
ACN9	[ 8.82530864  7.36422222  9.19322965]	[ 7.58406053  6.80658184  8.40539678]
ACO1	[ 8.54728016  8.47435492  7.86083868]	[ 8.60377469  8.69481056  8.181997  ]
ACO2	[ 7.79059568  7.32501711  7.85366971]	[ 7.49200455  7.31091263  7.78351085]
ACOT11	[ 5.21224399  4.91459496  4.89110925]	[ 5.70422044  4.74095329  4.71017214]
ACOT12	[ 2.79493566  2.43028527  2.62058641]	[ 2.64385619  2.43028527  2.69821848]
ACOT13	[ 9.95528665  9.49109147  8.60562767]	[ 10.01647403   9.71704232   9.21091482]
ACOT4	[ 4.18745105  6.39523421  5.56620629]	[ 4.21412481  5.79701298  5.26491169]
ACOT6	[ 3.36317108  3.01435529  2.98550043]	[ 3.11103131  3.34340782  3.19377174]
ACOT7	[ 9.69176072  9.07911015  9.52956367]	[ 8.96911007  8.73604978  9.05529039]
ACOT8	[ 6.37081017  6.08721053  6.28320733]	[ 6.45006287  5.98931841  6.56140181]
ACOT9	[ 8.75281548  8.85421388  9.10622267]	[ 8.5083098   8.50850788  9.43368975]
ACOX1	[ 5.70805537  6.11259189  5.61631022]	[ 6.00748444  6.42140015  5.819682  ]
ACOX2	[ 3.69488019  3.9579146   3.56315813]	[ 3.3305584   3.31614574  3.58014548]
ACOX3	[ 6.59552837  6.51901031  6.5468177 ]	[ 6.76178415  6.52978032  6.53695226]
ACOXL	[ 3.65371426  3.57034639  3.59692233]	[ 3.89808082  3.57496906  3.56305693]
ACP1	[ 8.60570855  7.68093364  8.24816244]	[ 8.27078139  7.7300334   8.17430389]
ACP2	[ 7.84335579  7.32102613  7.49585503]	[ 8.6651227   7.51806298  7.8488107 ]
ACP5	[ 4.13010718  4.33771109  4.280214  ]	[ 4.16349873  4.28392177  4.62117275]
ACP6	[ 7.40692777  8.43621182  8.30706416]	[ 7.98999047  8.50898318  9.02197934]
ACPP	[ 3.50445314  3.63383438  3.3740358 ]	[ 3.08989551  4.66264718  3.38888891]
ACPT	[ 5.49057013  5.95419631  5.78188423]	[ 5.60969587  5.74443023  5.89578732]
ACR	[ 4.81813476  4.77294134  4.74146699]	[ 4.84549005  4.82323984  4.62234472]
ACRBP	[ 4.19914416  4.99489557  5.33337927]	[ 4.61601526  4.99903071  5.03193494]
ACRC	[ 4.94906797  5.0976108   4.7059779 ]	[ 4.70376518  4.95233357  4.97636364]
ACRV1	[ 4.04729336  4.28104872  4.29638811]	[ 4.28912762  4.33634651  4.27634119]
ACSBG1	[ 3.71321625  4.96729481  3.6707096 ]	[ 3.63482331  5.7297112   3.75460247]
ACSBG2	[ 5.03562391  5.23572706  5.00360224]	[ 5.09887429  5.02458564  5.06350294]
ACSF2	[ 7.49393549  7.15471686  7.1371961 ]	[ 8.23016458  7.54210325  7.61867915]
ACSF3	[ 6.27212969  6.67096314  6.34188993]	[ 6.12847495  6.1577072   6.13161105]
ACSL1	[ 3.77716127  8.17052792  8.70890997]	[ 3.41569099  7.87869926  8.05672677]
ACSL3	[ 8.52559332  7.63679971  8.9625613 ]	[ 8.30133929  7.10538681  8.86635579]
ACSL4	[ 5.83251123  7.89482948  6.18039293]	[ 5.53539906  8.2998528   6.8488119 ]
ACSL5	[ 8.1410771   8.29705286  7.97849597]	[ 8.24998987  8.25268596  8.21787946]
ACSL6	[ 3.4179372   3.40106805  3.30827543]	[ 3.56275416  3.48685363  3.40874388]
ACSM1	[ 3.45511149  3.89117021  3.88345193]	[ 3.62505444  4.06039109  4.30615229]
ACSM2A	[ 2.8014422   2.8506664   2.81717466]	[ 2.8948568   2.85692763  2.73913485]
ACSM3	[ 4.81705066  8.19727541  8.07017365]	[ 4.87640105  9.29780137  9.30292084]
ACSM5	[ 3.52730099  3.58870353  3.55565016]	[ 3.6461881   3.614116    3.57901669]
ACSS1	[ 5.365027    5.34127708  4.88726765]	[ 5.40918909  5.57976285  4.76345486]
ACSS2	[ 6.91276961  7.69299901  7.5895388 ]	[ 7.6965503   7.68306479  7.99220193]
ACSS3	[ 3.50237091  3.45287521  3.45768635]	[ 3.46280689  3.62863829  3.65365415]
ACTA1	[ 3.89530262  3.97819563  3.83289001]	[ 3.85996955  3.71369581  3.85399565]
ACTA2	[ 3.61243632  3.71652367  3.99708182]	[ 3.71119892  3.4965211   4.137604  ]
ACTA2-AS1	[ 3.34624777  3.22958792  3.22804905]	[ 3.13586317  3.36317108  3.15542543]
ACTB	[ 13.65776298  13.77897119  14.21036131]	[ 13.78486663  12.90026394  13.87181343]
ACTBP9	[ 7.58413572  7.80606623  8.27323613]	[ 7.38999694  7.16027483  7.81121412]
ACTC1	[ 5.61117238  5.49281457  5.86269934]	[ 5.38093719  5.23534413  5.68453825]
ACTG1	[ 13.77405198  13.41173096  13.74236822]	[ 13.88484141  13.14042567  13.5344972 ]
ACTG2	[ 5.12371445  4.84437902  5.0425774 ]	[ 5.03751097  5.0184432   4.92440222]
ACTL10	[ 5.14771372  5.12928302  5.33842441]	[ 5.37955165  5.53946903  5.26416107]
ACTL6A	[ 10.00653647   9.94142914  10.41542489]	[ 9.27596151  9.19305712  9.83091128]
ACTL6B	[ 4.20296896  3.89824048  4.1112999 ]	[ 4.08290071  4.15201957  4.03742476]
ACTL7A	[ 5.3526173   5.31324585  5.31903982]	[ 4.9202933   5.27984269  5.49249415]
ACTL7B	[ 5.01524777  5.06004738  5.08065766]	[ 4.98276546  4.76234882  4.80787008]
ACTL8	[ 5.85623876  6.26134276  6.15845822]	[ 5.88362082  6.02525032  6.21645487]
ACTL9	[ 3.50334874  3.24031433  3.41278153]	[ 3.63807384  3.0992952   3.2156786 ]
ACTN1	[ 8.64530777  9.03342602  8.73951239]	[ 8.72804499  8.59773052  7.82793199]
ACTN2	[ 4.2027443   4.05902537  4.14324785]	[ 4.14955361  4.14451378  4.11346453]
ACTN3	[ 4.19219417  4.08491466  4.13093087]	[ 3.85299759  4.07553263  3.84197312]
ACTN4	[  9.83447105  10.01254074  10.14659413]	[ 9.94402385  9.14409737  9.01563806]
ACTR10	[ 10.04535013  10.58914551  10.08407756]	[ 10.38520452  10.74187142  10.67673285]
ACTR1A	[ 8.95148555  8.34798633  8.60949559]	[ 9.13675296  8.31685353  8.51062644]
ACTR1B	[ 7.92504996  7.63858072  7.31070366]	[ 8.34051776  7.69960715  7.46188866]
ACTR2	[ 8.51272476  8.45017204  8.43609777]	[ 8.50774436  8.4851401   8.4560829 ]
ACTR3	[ 10.12200411   9.7428119    9.25140934]	[ 9.78523544  9.36295529  8.8744591 ]
ACTR3B	[ 7.46434153  6.72846477  6.12969516]	[ 6.61043432  6.42894634  5.8386997 ]
ACTR3BP2	[ 3.59578015  3.88814321  3.66383941]	[ 3.4827602   3.69558862  3.87723631]
ACTR3C	[ 4.11353382  4.64961546  3.92504996]	[ 4.65477922  4.67976157  3.46336089]
ACTR5	[ 7.2082123   6.35967184  7.86637792]	[ 6.57127692  6.44137547  7.57835579]
ACTR6	[ 6.66323469  6.85047287  7.00987525]	[ 6.90237652  7.21700772  7.17397713]
ACTR8	[ 7.48660359  7.51747381  7.58567605]	[ 7.43473862  7.34764452  7.98229579]
ACTRT2	[ 4.37712375  4.54225805  4.35402894]	[ 4.24031433  4.32048468  4.48220293]
ACTRT3	[ 5.19061486  4.66106548  4.53106949]	[ 4.55274594  4.21490191  4.92219785]
ACVR1	[ 5.02989455  8.32508054  8.09976859]	[ 4.67355642  8.02934245  8.6721778 ]
ACVR1B	[ 5.05747579  4.89944769  5.16479196]	[ 4.8894415   4.88229514  4.8779113 ]
ACVR1C	[ 3.29923025  3.5335612   3.39744769]	[ 3.453619    3.39951774  3.45199393]
ACVR2A	[ 4.71211727  4.93357526  5.1859114 ]	[ 4.64210945  5.19946033  5.3248741 ]
ACVR2B	[ 7.1797136   7.05900509  6.99302743]	[ 7.04546762  7.04556236  7.04842514]
ACVR2B-AS1	[ 4.61529858  4.50016468  4.83945577]	[ 4.72628629  4.6825733   4.53106949]
ACVRL1	[ 4.68749256  4.42295701  4.58436113]	[ 4.92624915  4.6293598   4.48847764]
ACY1	[ 5.12639474  5.04614178  5.01925712]	[ 5.05571626  5.19967234  5.09254574]
ACY3	[ 4.18154961  4.15629288  4.14405237]	[ 3.84047721  4.06558894  3.79932552]
ACYP1	[ 8.39266088  8.70071713  9.30503571]	[ 8.09418328  8.64706262  8.96624587]
ACYP2	[ 8.1049132   7.          6.21974935]	[ 8.37256039  6.59618976  6.20045727]
ADA	[ 8.71873375  7.12045668  8.18583452]	[ 8.98193761  6.82785957  8.34636031]
ADAD1	[ 3.37727943  3.47971585  3.43812217]	[ 3.47028542  3.57655052  3.47755234]
ADAD2	[ 5.74711882  5.86839045  5.58646453]	[ 5.74523733  5.7382274   5.80735492]
ADAL	[ 5.87373864  5.53887903  6.5613019 ]	[ 5.85170438  5.73511458  6.56463437]
ADAM10	[ 9.85817298  9.51599545  8.91278301]	[ 10.5107286    9.84055076   8.81998153]
ADAM11	[ 4.54184284  4.48753706  4.61162825]	[ 4.49035541  4.69247366  4.45794865]
ADAM12	[ 3.4649313   3.92480767  3.51399954]	[ 3.53734479  3.80642337  3.57258299]
ADAM15	[ 7.20719622  7.63768721  7.26594265]	[ 7.10087328  7.11304231  6.94732243]
ADAM17	[ 7.98764719  7.71107732  7.91168502]	[ 8.21943721  7.82292308  8.09169003]
ADAM18	[ 3.1041123   3.15800316  3.17469856]	[ 2.96678868  3.20184519  3.13770004]
ADAM19	[ 4.52545475  4.49842103  4.61386091]	[ 4.70469547  4.25683301  4.76000188]
ADAM1A	[ 5.53418614  5.39574833  6.46450491]	[ 4.78398041  5.30231905  7.07499773]
ADAM2	[ 3.14241344  2.93734439  2.91264986]	[ 3.0513721   2.78659636  2.93357264]
ADAM20	[ 4.74678804  4.80719472  4.68088593]	[ 4.62942527  4.72147175  4.53400566]
ADAM21	[ 4.43429462  4.90255601  4.87676249]	[ 4.07038933  5.12639474  4.98367769]
ADAM22	[ 4.93501998  4.24276406  4.15398898]	[ 4.93482494  4.38280649  4.19745616]
ADAM23	[ 3.31969729  3.44370127  3.47413235]	[ 3.37233849  3.44029145  3.40379725]
ADAM28	[ 3.40278928  3.50857474  3.59453067]	[ 3.20296792  3.45620878  3.38513703]
ADAM29	[ 2.66902677  2.72683122  3.00180224]	[ 2.72900887  2.77399633  2.78240856]
ADAM30	[ 3.72517344  3.75474025  3.89817201]	[ 3.52316695  3.80973292  3.62165841]
ADAM32	[ 2.64154603  3.01077984  3.03738222]	[ 2.90303827  3.13586317  2.7506065 ]
ADAM33	[ 5.54728062  5.56902052  5.68998968]	[ 5.45863072  5.64110823  5.93089834]
ADAM3A	[ 3.14220524  3.02324553  2.91892118]	[ 3.08688953  3.25364203  2.99545021]
ADAM3B	[ 3.1210154   3.26903315  3.07553263]	[ 3.12432814  3.07895134  2.99457972]
ADAM5	[ 3.54786413  3.68597978  3.5116432 ]	[ 3.60189423  4.32622174  3.36480018]
ADAM6	[ 4.33413918  4.04351949  3.89044669]	[ 4.00360224  4.10433666  4.10433666]
ADAM7	[ 3.12724567  3.21495686  3.13945046]	[ 3.03085501  3.14011233  3.06619549]
ADAM8	[ 5.37545003  5.52920357  5.73755542]	[ 5.36948624  5.45006396  5.55043897]
ADAM9	[ 6.78046003  6.75583209  5.60757311]	[ 6.51944205  6.93930134  5.49587855]
ADAMDEC1	[ 2.59931779  2.40326772  2.7506065 ]	[ 2.5533605   2.57531233  2.53106949]
ADAMTS1	[ 3.29277274  3.9185831   5.29476313]	[ 3.38573483  3.77364471  4.06254889]
ADAMTS10	[ 4.9162425   5.2875172   5.05039148]	[ 5.49125012  5.02056152  5.3050778 ]
ADAMTS12	[ 4.40254222  4.58919549  4.60760802]	[ 4.59001548  4.81158044  4.67169914]
ADAMTS13	[ 5.30118919  5.34030991  5.55222567]	[ 5.23982244  5.35138815  5.57152634]
ADAMTS14	[ 5.62234472  7.17392693  6.37364821]	[ 5.53698538  6.37364821  5.83263689]
ADAMTS15	[ 3.73087395  3.65993314  3.46413778]	[ 3.58147811  3.64302564  3.49087154]
ADAMTS16	[ 3.81864608  3.81966818  3.78135971]	[ 3.45417589  3.89141919  3.59812696]
ADAMTS17	[ 6.13955177  4.05839233  4.14871544]	[ 6.43225848  4.13582841  4.07999876]
ADAMTS18	[ 3.79162604  3.9316981   3.95996943]	[ 3.88628652  4.02626331  4.05661595]
ADAMTS19	[ 3.17339691  3.84833705  3.20371717]	[ 3.37641242  4.23286931  3.24883732]
ADAMTS2	[ 4.14444481  4.26131971  4.26832062]	[ 4.25388649  4.28846661  4.21408482]
