!method	chdir
!cutoff	200
!direction	up
HSF5	3.02805295958e-06
LRFN3	6.97671157761e-06
PKDCC	0.0521733159621
MFAP4	0.0394460492713
TNRC6A	1.47421262972e-05
NKX2-2	0.0373989876632
FOXI2	0.0444817390742
ASS1	0.0478505550906
DLG5	8.33625673111e-06
HIF1AN	4.52097222746e-06
CD177	1.82213791039e-05
TTYH1	0.0370444928699
ARHGAP25	1.20695929086e-05
ZNF705D	3.31720860931e-06
ANKRD45	1.42955778089e-05
MRPL34	1.78938660232e-05
LEFTY2	0.0702551668463
SP5	0.060166095989
SNORA12	0.0443582180403
COL23A1	0.0362420534696
LINC01405	0.0440724706411
FAM65B	0.0363591640794
BMP3	1.62326861334e-05
C16orf92	0.0451790735712
CYP26A1	0.0572885787972
BST2	0.0369533422157
RASGRP2	1.10645620091e-05
ERVFRD-1	4.68613566873e-06
ADORA3	9.3559682542e-06
CARM1	1.36196487492e-05
RRAS	0.0370164012546
SERPINE2	0.0454996714408
MIR635	7.34219861695e-06
OTX1	0.0488391883216
LINC00608	1.72175899405e-05
PNPLA1	1.20304601092e-05
ZNF585B	1.51484374054e-05
ZIC2	0.0706859365493
ZIC3	0.0447141430892
SNORA80A	3.72177264145e-06
SAMD3	0.049874981277
UBXN7	1.7580779077e-05
OR5AR1	3.53800465927e-06
OXT	9.81778033762e-06
RNY5	5.9000718797e-06
MAGEB4	1.20612504668e-05
TUBB2A	0.0356616061183
BCAR3	0.0534586389613
RHOD	8.74247229597e-06
OLFML2A	0.0440540059343
SLURP1	7.47897461849e-06
RIPPLY1	0.055829337084
PDE6C	7.78715068045e-06
RIPPLY3	0.0375364114762
SHISA2	0.0512925320375
SHISA3	0.0577453620646
VWF	0.0407042323503
DEFB103A	1.75042225835e-05
CLDN11	0.0361942556858
XAGE3	1.29019854615e-06
DEFB1	0.0426560559859
DLK1	0.0455863754603
ITFG2	2.22479304666e-06
MESP1	0.0750613513171
CLCA4	1.76234220464e-06
FZD2	0.0385079684939
SLC10A4	1.7553746308e-05
MRPS33	1.78410469311e-05
TFPI	0.040391144777
CST1	0.0862622412682
RABGEF1	1.62395775948e-05
ENO2	0.0448474909611
CEACAM22P	1.29204875841e-05
LGALS1	0.0425104028691
ADM	0.0446093413658
FAXC	1.30259172769e-05
SCARF2	1.24792701285e-05
RARRES2	0.0492416590667
COL13A1	0.045792354223
MIR299	7.77120467871e-06
OR4C6	2.59991202729e-06
OR10A2	2.22614162052e-07
IFITM1	0.0420583365265
LOX	0.0464063268081
SNORD3A	0.0427609167102
CRABP1	0.0464617780204
DDHD1	1.32738088952e-05
PCDHGA12	1.29799496454e-05
EOMES	0.0866544309048
NET1	4.43744416267e-06
EBF3	0.0380735827952
ACTN3	0.0441178098258
LOC284379	1.44531891294e-05
SLC16A6	6.3046934397e-06
OGN	1.15879268371e-05
MYOZ3	0.0419151922272
